M0;M1;M2;M3
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
4.9063184303967325E-6;0.0031907749962851854;6.983923778833415E-16;0.9968043186852836
